,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,Sentiment,Score
3627,gp:AOqpTOGPAGfXiaGgrqqNgh4hPXvjByb6yDn6Ep45NrKMEoE6QNHnwuB1rxHtZHQLbNuFY_EGbWmA-imL0e-kwk0,Sahil Kumar,https://play-lh.googleusercontent.com/a/AATXAJzT-fLKfgVGMagvY7Jx6jaXmWEBDU4eLyn5HkDa=mo,The product quality is not good and the size issue also and the product is shown is not same to the real all different. I am not satisfied . It's so poor.,1,0,24.6.0.300,2022-03-26 07:28:12,,,NEGATIVE,0.9997497200965881
3628,gp:AOqpTOFBhanGe3kXMyh8Cf2VhPrRCfld50J6HUe1J2Mpo3VsTSWinoNnijc48nVYk2KWtI_z3PFTXcTpkmLgQ-I,Manoj Gode,https://play-lh.googleusercontent.com/a/AATXAJxzN_tF1jABdKkjIvHGZwxpXIeMkoEKYM02tu0=mo,op,5,0,,2022-03-26 07:23:35,,,POSITIVE,0.9907349348068237
3629,gp:AOqpTOHwz56fIplu4BtEfAwOeGJBwyGYlO3FqmPx2agsKg3jqvgtQcz3vRqvJl9DuGo3zE7g0jO3vyj_mYgio5Q,Ritu Ojha,https://play-lh.googleusercontent.com/a-/AOh14Gi9MKHUrDVAkWp-f3EAv3jYba03Jo2gWOTdehFv6A,good,3,0,24.5.0.300,2022-03-26 07:23:08,,,POSITIVE,0.9998161196708679
3630,gp:AOqpTOFuatVQr_02jiw6rE3R2-grRhNBymxN2annKKqNuMcbubO5WW_bzyPrl_Ii3da1lSsufMEyfgZgqYgD--k,Anjelina,https://play-lh.googleusercontent.com/a-/AOh14GjBR7u8kPxXkjxqKmMAI8WuRTSjBHr6IKqXfOR9EA,Amazon was best shopping app for me but now it's has been almost 20 days and i still don't get it and it's not the first time but more than once. It really makes me mad that they didn't keep their word but keep postponing like I will wait forever. Worsttt..,1,40,24.6.0.300,2022-03-26 07:23:01,,,NEGATIVE,0.9982407093048096
3631,gp:AOqpTOFcedgp8d-tWMCmZaRNPzp4P5iUejYm7iflrSmfMs-YuFjYcFn_kPQ3XMzsR5hM67r0wYAQkNVKGuDdCy8,Shiv Sanklap,https://play-lh.googleusercontent.com/a-/AOh14GjCoynOKGe9KFpw8w9Kp8ek-SrULxUBEkOl9uHOj3Q,good,5,0,24.5.0.300,2022-03-26 07:22:46,,,POSITIVE,0.9998161196708679
3632,gp:AOqpTOEGDVJMPaa-Jer2bnrbf1wS6u3SrssU9Px-dfjDn5JnUOGXp5ak94hSalCLBFXLmHywqQ64APGj8P68eD4,God• Oppai,https://play-lh.googleusercontent.com/a/AATXAJxUBIWQkebr3ujESNyAETETeNpGq5t2esSPHB4j=mo,Takes too long for product to be delivered,1,0,24.3.0.300,2022-03-26 07:20:37,,,NEGATIVE,0.9995692372322083
3633,gp:AOqpTOHlhtEKr52T--sjD6p1O4AuygwO4GsTa_jxPyVdfWSiKhQ78JgpryhSG2qAX0QysgXt4IPKQX-nKOdcQUg,Deepa deepa,https://play-lh.googleusercontent.com/a-/AOh14GgOcnv_Zz4CV6EamooRGjWdBbpUKVLLdrS35LPd,Not nice any object things many more,5,0,,2022-03-26 07:20:30,,,NEGATIVE,0.999710738658905
3634,gp:AOqpTOEhbwdO6oCSKmh53auMxofd_7A-jDvXnrb0CRxo2xgK4YInzrOPgB54v-B_q-3oqSYCwTCmpX2g_APRWBs,Advesh Darvekar,https://play-lh.googleusercontent.com/a-/AOh14GjeVHNnUpTOpY01abkuQpTkuOSyEXtr6HqzNNFGSw,App has some bugs. Stops suddenly. Dosent contain wanted items Edit: it was because I was not using the tablet version of this app.,3,1,24.3.0.300,2022-03-26 07:17:50,,,NEGATIVE,0.9994344115257263
3635,gp:AOqpTOFSOl514h9RWZ3sF_Rp4GNcAHkFFd6ex28KrIAoJMQNKWYamjbPNPJQRcSuba0wyxjlGwc4FBtEaaVVHn4,Sourabh Singh,https://play-lh.googleusercontent.com/a-/AOh14GixmUsFuAr6VdRjsKZyd5Q46Us2XwjRctkMaVyT,Super,5,0,22.22.8.300,2022-03-26 07:17:04,,,POSITIVE,0.998783528804779
3636,gp:AOqpTOHU3yibSCqlBuJbs7jw8msfG0QYx3pO_yKEpNf1-aBsrtZch-8FlV-lgzG26T62tFwomgBJ_a1mCE5bT3A,Md Saif Akhtar,https://play-lh.googleusercontent.com/a/AATXAJwofKJ3NtBUZ1SQkVrmlryh7kpJhcWotbDCjX1PqQ=mo,Very good aap,1,0,20.11.0.300,2022-03-26 07:13:38,,,POSITIVE,0.9998631477355957
3637,gp:AOqpTOEgzQxCOvXEq-pf_hYcwhrkf9xU3GJexTt-7Sx_68z7M0svAEXJuJg9U-oNuYAI3QTwlghaj59oKKlxfJs,Nazila nazila,https://play-lh.googleusercontent.com/a-/AOh14Gi3IJX32Z-Vpd6W51yySZMBIeERVtQn6Go769OY,Wow,5,0,18.5.2.350,2022-03-26 07:13:02,,,POSITIVE,0.999592125415802
3638,gp:AOqpTOHqrgnpk6KewnzeAIiOFFT8iMFmY84e6JIA2NUVzmkbrU93GpO7h_G3H57QUPJ2sWOLwuMvJVGiwvlgTFI,Ashif Aryan,https://play-lh.googleusercontent.com/a-/AOh14Giq_jnLJakBIDQ9TPjYQaqqgRnmAWGpRSASn0Km,"This app also tells to invite Rs 75 but I invited many people but to no avail, it is a very bad application.",1,0,,2022-03-26 07:12:05,,,NEGATIVE,0.9995235204696655
3639,gp:AOqpTOE700rNQWXh3LroihbOcdvck3jVSq-2O22-WemaHv3GlghI4NUNJHxFyJjMNzHHUnquXOLsXUn5y3mVPRY,Safikamalsarkar Safikamalsarkar,https://play-lh.googleusercontent.com/a/AATXAJyCekjJ-w-1dr7A4pBMeHg_O-SIn1WMk3oedidL=mo,Ùuùùùùùùuùùùuùùùùuùùùùùuùùùùùùùuùuùuùùùùuùùùùuùùuuùùùùùuùùùùùuujùùùùùùùùùùu_,4,0,,2022-03-26 07:11:43,,,NEGATIVE,0.9875795245170593
3640,gp:AOqpTOHLno1PHBPBJpVd0bEPopz4l_sAlWAsmRNdLqtzRI2X_YYHUh_sFDayeo_8WZONkYUV1Z8JwnRGpXAXeyU,Kajal Ajay Pherwani,https://play-lh.googleusercontent.com/a-/AOh14Gjoh1CKqHa8JGG7FP5qHx9Q4ntaUKE-sXIkvFS-,Good,5,0,22.2.0.300,2022-03-26 07:09:34,,,POSITIVE,0.9998161196708679
3641,gp:AOqpTOHwLmSSaOkTmx6Ph7CJx8kC6iKLMhPNhP_efM8ZXvqPPZ0Wm3Df5G9PL6xLalOXSCkGAsHSUkNKOGJDro0,Aditya kumar,https://play-lh.googleusercontent.com/a-/AOh14GiF9WScl__3i4rpWXUIh9nTKsJ9capmREaPsQl_,No response when clicking,1,0,,2022-03-26 07:06:18,,,NEGATIVE,0.9996063113212585
3642,gp:AOqpTOHgQL-9Gt33dfP-cuc_7jQZT3CZWjmW1eLo71N8OIDpaHbU27rB8Qs1bvVTyfg5MqiluMf2q5Dt_OUIKRM,Narayan Kadam,https://play-lh.googleusercontent.com/a/AATXAJyET9jlHVRFrHfONog5mVyGvzVOsWXWcY3A_dRT=mo,good service,4,0,24.5.0.300,2022-03-26 07:05:15,,,POSITIVE,0.9998499155044556
3643,gp:AOqpTOHwgSDgxD-pheNgnDRwXsMeYzaVVGEZj_yPLXpzYTIjWzRD1T4MaEJ1zna44BuGiZVn0GnjdA5kLGc45BU,Prince Kansal,https://play-lh.googleusercontent.com/a-/AOh14GjUg3xqPQ4WzWaIPB8vvXb0swDZKr2MdpAChfOFQw,good,3,0,24.5.0.300,2022-03-26 07:04:31,,,POSITIVE,0.9998161196708679
3644,gp:AOqpTOEb6AdvCJ77yCQ_6UR_iDw5x9T0Cea4VgyZZ59T1qfIqKC657Uh2FLBVzZssb621pFr1bdUO6d9FEbkPf4,Deepa Saha,https://play-lh.googleusercontent.com/a-/AOh14Gj3QpefFB82A713uhyB_HQaROK_IF9c0DWQCq5l,Worst app ever.. payment method are drastic. Never takes payment properly.. uninstalling the app,1,0,,2022-03-26 07:03:10,,,NEGATIVE,0.9998182654380798
3645,gp:AOqpTOEsnAEoSt8T5nRAtlFQBadjdqErAQhTVTqmRbNDe3EibIxDRtDBTKl3MiEOp53X_XxTYCNRYMChgMzklVk,Yash Thakkar,https://play-lh.googleusercontent.com/a-/AOh14Ghfo5eaoeZAcmH4ZB5GqLCc_mc95uWv7MgqLjNXnQ,very Good,5,0,24.5.0.300,2022-03-26 07:02:49,,,POSITIVE,0.9998520612716675
3646,gp:AOqpTOHWanAoixVFILeq1clkfHLg0VA7ws5Gui3GPvoRs3mIk6EygwHIdfAbE8P2PXwDybWV0i-ch0DCi36_Mqk,Sarita Yadav,https://play-lh.googleusercontent.com/a/AATXAJwxfdg2c6zzQmsmWS8j-1E503wg2NwQg_5w3T2O=mo,Super,5,0,,2022-03-26 07:01:54,,,POSITIVE,0.998783528804779
3647,gp:AOqpTOE4_tGOoEZTp1-buYhwAl5c_9rxOkbj5R5ZzuKrSe8ceTnh62OQZxmEXtb48F_jrTAzeAyKHeEmPmk-0hU,Ravi kumar Vanpalli,https://play-lh.googleusercontent.com/a-/AOh14GjheeGlr2_pNehfLFk-qF0DszC5mWM9hw_rav3RGg,Ok,4,0,24.5.0.300,2022-03-26 06:59:32,,,POSITIVE,0.9997851252555847
3648,gp:AOqpTOHabnSMNmsfRPiJ__bhrskG2F_xB1QNHZAQOMor1ukjStmzP0jv5wDAQ9XcGbz1U6B92Ga20g_eJiJoNz8,classic gamer,https://play-lh.googleusercontent.com/a-/AOh14Gg5RDHltQ5Nw1880RSQ08vcmqj3PfkS0KUlzikq0g,Good,1,0,24.5.0.300,2022-03-26 06:58:11,,,POSITIVE,0.9998161196708679
3649,gp:AOqpTOH7shMKUyTqY5LjW0uB6RR5cXWuBa1LQs4L5I3bNcrJ_Ww48SrUrA9ULWQ96qWzSiQUHn915z8oZmJ021U,Joshi Nikhil,https://play-lh.googleusercontent.com/a-/AOh14GiQAIfRnvx2VQiEmvzCshjAVMMsGi4BNJwH4umR,વસ્તુ મોકલવામાં ખૂબ વાર થાય છે મે એક બુક મંગાવી અને તે બુક મને 15 દિવસ પછી મળી છે. જો વસ્તુ જલ્દી ના આવેતો શું કામનું. બીજા ઓનલાઇન શોપિંગ વાળા માત્ર 4 દિવસમાં તમને વસ્તુ મોકલી આપે છે. તો એમેઝોન થી શું કામ માગવાનું.😡😡😡😡😡😡,1,0,,2022-03-26 06:56:24,,,NEGATIVE,0.971207320690155
3650,gp:AOqpTOGKdRjwoR0YN7Pf0_MuYqbiyR1QnwBsKLWP5BOqjMrtz_Ww4B4VSGUcT9V_CwIvCpVx1aHX9W8_ADq_nDk,KAMELSH YADaV,https://play-lh.googleusercontent.com/a-/AOh14Gjd05-yhQ31JcntqfxP3CSCTAS832BespP41gct7g,Bad app,1,0,24.3.0.300,2022-03-26 06:54:37,,,NEGATIVE,0.9997212290763855
3651,gp:AOqpTOG0DZIcnmRL2q3MlWy5lItPHusHp627eNYEl-A1qFMgpXnI_H-3Ja_Oxhjy-ymNo22eOLVqXTpVNHiEZXg,Bubai ɢᴀᴍɪɴɢ,https://play-lh.googleusercontent.com/a-/AOh14GhcJBLYZShlV181jBLOUUtRckwQ5BvNfzimVcbQsQ,nice,1,0,24.5.0.300,2022-03-26 06:54:00,,,POSITIVE,0.9998552799224854
3652,gp:AOqpTOGznK_QmTcgHKfFVBKDOrmNQYb7LMR1sGIoP4ClsaJ_Ckt-xcrleuYzUpEh-gyGl8ORtqlu2J9a5FiEAWw,Mission Success,https://play-lh.googleusercontent.com/a-/AOh14Gh5PDfFFYqnDrN1A2ngDjehH5GEsf1EVFzittRw,Too heavy!,4,0,,2022-03-26 06:53:11,,,NEGATIVE,0.9996349811553955
3653,gp:AOqpTOH3tqJq0W20kaJJnjATC_ojI5hz8SyAFHiylyOL6Ggq73AyD-Fw3Crh5n8v3ksTCk9ZYTZChrtbTqXERUc,Riyas Rahman,https://play-lh.googleusercontent.com/a/AATXAJwIPj5X6IQLjcV4zWV_8mHnU11gIUXx0lfZxtqr=mo,"Number one fake agency.. I bought a product of Rs 249. When i get delivered its MRP is Rs 199. When i contacted customer care, they responding irresponsible and tell us to go consumer court. So guys no body buy any products from Amazon.",1,0,22.12.2.300,2022-03-26 06:52:46,,,NEGATIVE,0.9993703961372375
3654,gp:AOqpTOEhtfcuvR03fwIdGbICtuqBF8MvCLP-ZtAr3kS6y4Rx1_tgNwzoU0nXBa8PdWa9yQ5YFJpZL-_qrNOpYus,chandan kumar,https://play-lh.googleusercontent.com/a/AATXAJyZ1B0e9vMM3S68TTm-m_fI4DPjM5bnUyzC29NE=mo,Very bad customer service and product is missing in the box,1,0,22.14.0.300,2022-03-26 06:51:46,,,NEGATIVE,0.9998088479042053
3655,gp:AOqpTOHtSe_dIGpEpq3Cf5RRUWSzxLfOXJVi1gaVgf3Q9_KMk36XUy65pqhcco0GB6T6DLeWLN0iWDCYAkjlOh4,Mukesh Choudhary,https://play-lh.googleusercontent.com/a-/AOh14Gg_atE5BNi5zDJeBP_ruX0Rguf4giO3j915MEHI-w,Nice app,5,0,24.5.0.300,2022-03-26 06:44:29,,,POSITIVE,0.9998061060905457
3656,gp:AOqpTOHRlXgEuo0rFttosF4W1RpWQf7Hb905ITLBspGx4M5uQK40VNQyMUbKiGfs5nBRhlv_v4Ifaav2Z7i88gY,Shafina Ansari,https://play-lh.googleusercontent.com/a-/AOh14Gj703Ss7Ooq4QPRO1X64eU9ydBvJVHnZeTiOpNfFg,It's good aap 💕💕,4,0,,2022-03-26 06:38:58,,,POSITIVE,0.9998619556427002
3657,gp:AOqpTOGQec7n18s49iCdCbEPt0aVrVTJFdu0qQ3k9cwbHqagt8bdzjIAeQ8OlQk_suaYV8_gVT7kn-Q_G0o0_28,Satish Jha,https://play-lh.googleusercontent.com/a-/AOh14Gilrl5yhLDWlOBe2fY-MEGKOfTqFV4uh0buGmZTnLA,Takes so much time to load on the One plus phone I bought from them....Should be given a 0 really ypur customer service and Delhivery is pathetic in some places.,1,0,24.6.0.300,2022-03-26 06:35:52,,,NEGATIVE,0.9998005032539368
3658,gp:AOqpTOEi6gC3tvCeYSXjog5hiWlCx_Sg7cTE50caaBaXxUWJfU-bBDHisQGbZnilGi5EytaNvKAmv0paeIRDhXU,Kaushal Kumar,https://play-lh.googleusercontent.com/a-/AOh14GhM_5JGC_9GKTSX7fG01tINLSTXfiE9QUMoYm1iqg,Thanks so much,4,0,22.14.0.300,2022-03-26 06:34:16,,,POSITIVE,0.9997957348823547
3659,gp:AOqpTOFd5mFwEDWri1FyH8UcXnMCrwei1AhslYzRqr9iNXTx23rnL7UhVCKyypQ3oTBBL7pNktq1ksKBnuqclXA,Hemantkumar mohanbhai rathod,https://play-lh.googleusercontent.com/a-/AOh14Gjyb9cgf3kgK_8NW4rSDIVI6z_a1n8LG04O9kNa,Good,5,0,22.14.0.300,2022-03-26 06:33:35,,,POSITIVE,0.9998161196708679
3660,gp:AOqpTOERYj2tqn6Ko4GS3VBpnu6A6xwYxpijzYWCI-ZDWCIe1qsPKcmZNasz2b51ByrfTTPXp-KD7TsFoqs-vD8,Omprakash Kewat,https://play-lh.googleusercontent.com/a-/AOh14GjcAT6iLOnCrHpUkHeDaDcVL4I01UloK9dt9-ja,my lovely future apps,5,0,24.4.0.300,2022-03-26 06:31:46,,,POSITIVE,0.999871015548706
3661,gp:AOqpTOFZ9OZ1kmt20022l6Ggl4-Ey8wWN4LAALG9UUZZ6k_ANUDzu6wcnBudKx5kmkXFiCX20VpeO30siSagtno,Punit Kumar,https://play-lh.googleusercontent.com/a-/AOh14GhCvU864R3s3v8ymmlejays92cbU3HXT384hz62Bw,Good,5,0,,2022-03-26 06:30:37,,,POSITIVE,0.9998161196708679
3662,gp:AOqpTOGxPSQi15tZ9Aq_3crywBnro7BGkhbIMB5BuW4iZK1DDcwz8yXswAjJnLcsfgcAr5dAXwx8Rk88Vhdi2x8,Jyothi Bhargavi,https://play-lh.googleusercontent.com/a/AATXAJyZKtlXDSEdbU1i8cSycJ7YusKfy-0rv3T0v0H7=mo,Great,4,0,22.14.0.300,2022-03-26 06:28:17,,,POSITIVE,0.9998630285263062
3663,gp:AOqpTOEr1zmo9eM0xRDZMxIQfoObZjdXxq6zbtKKT2RIA8WyU29KNVO9yBvHXj7D11NQ0PVNbHYFAWG4p_HEyjs,Appu,https://play-lh.googleusercontent.com/a-/AOh14GiWVEu04iISTcWoRGfi_ozACODpJA5MXNeAyb1s,couldn't add bank account for UPI payment...pls help,1,0,24.6.0.300,2022-03-26 06:28:15,,,NEGATIVE,0.9991515874862671
3664,gp:AOqpTOGJhZdLMdZdMBX716khDWVGp-k1N8myQZMtaCUJU7w8asXvCZ8gacXz3dz3kKdNg1voHUCjfl9RZKPksQo,Hemalatha Kotra,https://play-lh.googleusercontent.com/a/AATXAJzlABpktKvdiFL2T5yKBm_y3vasic09h6WPoNPe=mo,Use full app,5,1,18.5.2.350,2022-03-26 06:28:01,,,POSITIVE,0.9545433521270752
3665,gp:AOqpTOFXpjkh-nRxPK5lPQfqV4tpfwlKNdpiBwpxFZ3auw9yOfapLBecJhdaRMgITlsTF69TONht9hnckPCXvMw,Karan Raj,https://play-lh.googleusercontent.com/a-/AOh14GgdxKP7pU1gPI5t0_I1IEtdTfOuLkeFNszULQy9,Good App,5,0,,2022-03-26 06:27:22,,,POSITIVE,0.9998493194580078
3666,gp:AOqpTOHFqq8nCiELSyamf8zJbodVvVLvPC--8uEaV_E83HXmoiE2SDBAxCRWEc78jkaCMXHntiF2tdn9n0zmq3o,Ashish Patel,https://play-lh.googleusercontent.com/a-/AOh14GjsPxyHDY_zQ9LwYU91x3Y3Pe36ssjxW5f9P-STjQ,"Worst App. I am trying to pay insurance from Amazon from past 3 days but unable to. When I reach to final step of payment, it is directing to home page. Now I have to pay from other platform. I have to uninstall this app forever as it is not worth now",1,11,24.6.0.300,2022-03-26 06:26:08,,,NEGATIVE,0.9996254444122314
3667,gp:AOqpTOGHG8q4gBbMO-DaSNsaXtA7UB9MPPK7sKF7Q6CnGfWWkky2D1ifFnI8mlmwFNMiQWzP6RxdHBcvi8wpHyE,deepak kumar,https://play-lh.googleusercontent.com/a-/AOh14GhitKmBsk9-EFf6SOVgpCoBLLws-RUNZPhDG1K1,nice,5,0,22.14.0.300,2022-03-26 06:22:40,,,POSITIVE,0.9998552799224854
3668,gp:AOqpTOFdJU7LZK27s-Mhri9cAaOJxkB3mVbksjuddFSSm0ShvVWDt4zhRqSC9W75L4bog70YUjBE_peLE29aHeo,Ikrar Ahmad,https://play-lh.googleusercontent.com/a/AATXAJxoG3ReQF8VoIBxS4HWTfQNyWOvTWiNgKgNq1hK=mo,Uuu,2,0,,2022-03-26 06:21:34,,,NEGATIVE,0.9736772179603577
3669,gp:AOqpTOG5aEuwmxliavd3MpRliPDGvcafIbQwdvh7DByGtdq9XFpuHZobwRBjpH7pS_PsZEmm0oCjdTK88_loH_0,Abhishai Paul,https://play-lh.googleusercontent.com/a-/AOh14GhOv1wzQBgJcBwTxJDn6eksED7LgHVfVL5kuaON,Excellent,5,0,,2022-03-26 06:18:39,,,POSITIVE,0.9998434782028198
3670,gp:AOqpTOE-8Kaopt4LXczuj1vndYH0dky66FfdwKOlXNJDibNhUaym5AKw_qX9-mG14yCM9zALbTVpKvba93XrhVc,Bibbhash Chakraborty,https://play-lh.googleusercontent.com/a-/AOh14GgsDEaGJIWrytUQbwg91rCZMEAOSdjq_EnOF37UBw,This app has many bugs,2,0,24.5.0.300,2022-03-26 06:16:34,,,NEGATIVE,0.998752236366272
3671,gp:AOqpTOGlmwiD8ndD1dk6IOsgqE87l-a0bsUMHkvKfsE-zXXB8NDFYsEnojbOGAxzBrnK6WFt9Zpz2aqihllI7hY,Sejal Tidake,https://play-lh.googleusercontent.com/a/AATXAJxCRqZgZdDbsZCQxkUr1or5RPvPdwH8vFKvO5_n=mo,Very bad app. Return process is not good. Don't buy any thing from this app 😠😡,1,0,,2022-03-26 06:13:32,,,NEGATIVE,0.9997946619987488
3672,gp:AOqpTOF_m5ye_2KVd8QfYGPgknZrGsBXDQ-OtWMjRQNLhjDspPunE4W0nqPyuTnoc-EKVwKrPygEqX6n7qnPt_o,Sri Vidya,https://play-lh.googleusercontent.com/a-/AOh14Ginm88g0p6BiJrcMADqCHHT3-k0DSJ_twbabXur_ak,The delivery executives are so hopeless that they mark it as delivered without even delivering. And some times they don't even read the address. Deliver to someone else and mark it as delivered. Customer service also has become pathetic. Earlier Amazon used to sort out the issues immediately These days they also do not do anything about their service. It's probably time to switch to Flipkart,1,5,24.5.0.300,2022-03-26 06:11:46,,,NEGATIVE,0.9997788071632385
3673,gp:AOqpTOETKQZTmDBqxeptXDkJhzolJNJif2Anr8idUMUBCEk0I1_Eey7_W86oYQqf3wKOsZe9m9W2HZqJEnJggTI,NANDHA KUMAR.R,https://play-lh.googleusercontent.com/a/AATXAJw-X6J_rRszShOtJ9xNuZSNcuPGn6o4KztOVOT-=mo,Good,5,0,22.2.0.300,2022-03-26 06:07:59,,,POSITIVE,0.9998161196708679
3674,gp:AOqpTOGksr2GiEXFIYnJlqsu6WZq0OY_HMGl-V_ZlNcDSw9xfy6zwHk9dGilAC76IiJojrz9SV2WBNxBCFqmjoo,Bhukya Maruthi,https://play-lh.googleusercontent.com/a-/AOh14GgPijb1H9K-U4y7-bUa5OUu8KrHm8Nr5sZzgbva,very gooD app,5,0,24.5.0.300,2022-03-26 06:07:08,,,POSITIVE,0.9998675584793091
3675,gp:AOqpTOFoiTAGU9eSwk0WdKi02i0_O8dll97pEYp7nKnZNkE_unuMcwAK8CgE9r8B_ds5llvYFe2gouFxLnS5t4o,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice very good app,5,0,20.11.0.300,2022-03-26 06:04:56,,,POSITIVE,0.9998708963394165
3676,gp:AOqpTOGYho5i4QJbc4xTQ8UEeVko_IFAZl-LjtgUr0wAt6O8TL-ArWq5-CN7Es9X-eVKsbq7C0YRzOOj2IrTsms,Gulzar Khan,https://play-lh.googleusercontent.com/a-/AOh14Gjl0OKm7zMxXQus-SFDKgCX_ZrASf3URLUZbdXOww,1 experience I have ordered 5 quantity but received a 1 quantity this one is not best,1,0,,2022-03-26 06:01:34,,,NEGATIVE,0.9993299245834351
3677,gp:AOqpTOFsG4l_5oS_Cv2elLb_0whK8wq8xXkFi66ISwFSs6wLBCe12O_pQiRv3WNMu9O3bA8co_-8HE2x6zfPuDs,Neel Patel,https://play-lh.googleusercontent.com/a-/AOh14Gg4KZVp0UUVDdqHevqJiH0Z_cHRD5r4eYN94g3d,Good app 👍,5,0,,2022-03-26 06:00:55,,,POSITIVE,0.999788224697113
3678,gp:AOqpTOHkAGEx8oT6-cnzNHufMCGNttOtbdZtIJz2y-4n0PJH4j-LtqHb_lA_4G73PpzpyFoa22yuhPGDn0b-zf4,USHADEVI G,https://play-lh.googleusercontent.com/a/AATXAJz2dfs5KdRkeWe847Mi46XIt-2bE8DUfqU038pd=mo,Good,5,0,,2022-03-26 06:00:06,,,POSITIVE,0.9998161196708679
3679,gp:AOqpTOEiM7bq5PA2DgOvQdHT7EK42ruZoPv0wzm270r6Cc5a1cYmX4m6-hLGPnG-9PyST4fW145PEl77GqvSeXs,Dheeraj Chauhan,https://play-lh.googleusercontent.com/a-/AOh14GinJ_DBWdSO3U3HdNcmV3izwqpdTixoihTwDUSt,very nice,5,0,24.6.0.300,2022-03-26 05:59:12,,,POSITIVE,0.9998563528060913
3680,gp:AOqpTOH4fqLVgeCrwWK0H93d-YYr2tN0YTv0iGxHOJE4np0nD2Ck6Pycl_ndJFaoOA0eF_XmGikngYSe4qooNKQ,Renu Kumari,https://play-lh.googleusercontent.com/a/AATXAJxWE0eBswqOAJAchRRA9nwqO8GijzNEELPdf45d=mo,Love it,4,0,,2022-03-26 05:54:49,,,POSITIVE,0.9998753070831299
3681,gp:AOqpTOGIEn_P23aicxy2LWI5KQ81BnoOqTro2OYHVvJbNf1mzcEIuRQptfX56E9n0oKgnmVo4oWJ2ldWQ7dRDZQ,Vivek Bamdale,https://play-lh.googleusercontent.com/a-/AOh14Gi54VCNd4_893vrESNSzJ_hhhrmC81dEodN8ZJM,Not accept to pay on delivery 🚚 😔,1,0,24.5.0.300,2022-03-26 05:54:29,,,NEGATIVE,0.9990719556808472
3682,gp:AOqpTOFLHkToPzMtksSFtYP9C_dbG4EMUUNlIC6z2gqimQKOnryDetuaesFs8cUrs8AyBo7prq0uZmvNhgPH02w,Devedra Bais,https://play-lh.googleusercontent.com/a/AATXAJxlufMAlk56mMo7BS8IzFE85S2C_SkPNZDP5UdS=mo,Good 👍,5,0,24.6.0.300,2022-03-26 05:53:13,,,POSITIVE,0.9998576641082764
3683,gp:AOqpTOGugc-dyJc79NxnbdX0dbUzV5ecAzBj3-PLYvK4BSSZsZsLVH-o3b0uwJef3GDdsI81Tq0QEMnUGMWcKJQ,S.r ghorami,https://play-lh.googleusercontent.com/a/AATXAJyQh8IoJY1BTlZ4x-CKcDzQL6MIi6v8m6lyND0P=mo,Good,1,0,18.5.2.350,2022-03-26 05:50:56,,,POSITIVE,0.9998161196708679
3684,gp:AOqpTOGTKpFGaq_r4hq977B1d7TGYr3deBoax8ac8VgZmrOdNOZYnx2ihkm5xHMhLznAYOaByiR8w2gRw9M2dXI,Idrees Bashir,https://play-lh.googleusercontent.com/a-/AOh14GjKnk5oKBct1963tG1l8wIAe15fADNG19zmTvkjgw,Bakwass,1,0,24.6.0.300,2022-03-26 05:48:39,,,NEGATIVE,0.9729182124137878
3685,gp:AOqpTOFfVtfv_5_uEcSnK3sMKt5Gob58Bga42VVmSlQYzjaO9kJyh1p3_qOmjlkEnLYn-4tHh2lzw7WF6JtRCYM,Ritesh Barma,https://play-lh.googleusercontent.com/a/AATXAJy5CXrPhO9nZRvCDnsR5M-76NHlHWmeeqofgTLT=mo,H i ko ii ij h mm min u NJ no KKK hyumjvjolol oo please bkkkmmkmm🍉🚣🏇Nikki,2,0,,2022-03-26 05:44:42,,,NEGATIVE,0.9874488711357117
3686,gp:AOqpTOE1YbXszZ_Sa6RdwY3R1vX4paHIeeTi8RgjzTsUiQnHHVKSi0o09rtZgjhSJBMcGO8-bfoUj7datxDhHdA,Pankaj Kumar,https://play-lh.googleusercontent.com/a/AATXAJyaP8okBNiABz8rxb-GQGgRpCRUX0RHzgpIezbf=mo,Op,4,0,22.22.8.300,2022-03-26 05:44:36,,,POSITIVE,0.9907349348068237
3687,gp:AOqpTOGQBT2Fb-dGg9dIFgYNZp5uahH6dcWoHCxgcysS258MhMVesmMKGORsldJSCsGRww2uGlGqff4zpZSCBSU,Lili Chakma,https://play-lh.googleusercontent.com/a/AATXAJygK5QvLBErSTRCTIsA5ONsZyWGDC-ZkcPsKOOl=mo,Super,5,0,,2022-03-26 05:37:24,,,POSITIVE,0.998783528804779
3688,gp:AOqpTOF4PjXQPpqcfX3RDc3gbgzu-nOzDlIvTn5HRusoNjnjXm3ApJI5N8M89Z5vXUzTVBalgJ1uFGfimU_Ac20,aprajita soni,https://play-lh.googleusercontent.com/a-/AOh14GhrEZy8f-hJvBotnePRf2LU1f__8J7yJgE3ef9fYQ,Good,3,0,18.5.2.350,2022-03-26 05:36:36,,,POSITIVE,0.9998161196708679
